 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5726365597E+01    0.7654760892E+01
    0.1584612949E-03    0.5726365493E+01    0.7654760786E+01
    0.1665857792E-03    0.5726365281E+01    0.7654760570E+01
    0.1751268148E-03    0.5726364952E+01    0.7654760235E+01
    0.1841057586E-03    0.5726364500E+01    0.7654759774E+01
    0.1935450626E-03    0.5726363915E+01    0.7654759179E+01
    0.2034683302E-03    0.5726363189E+01    0.7654758440E+01
    0.2139003746E-03    0.5726362310E+01    0.7654757544E+01
    0.2248672813E-03    0.5726361266E+01    0.7654756481E+01
    0.2363964733E-03    0.5726360043E+01    0.7654755236E+01
    0.2485167797E-03    0.5726358626E+01    0.7654753793E+01
    0.2612585075E-03    0.5726356998E+01    0.7654752135E+01
    0.2746535176E-03    0.5726355139E+01    0.7654750242E+01
    0.2887353046E-03    0.5726353029E+01    0.7654748093E+01
    0.3035390802E-03    0.5726350644E+01    0.7654745664E+01
    0.3191018616E-03    0.5726347957E+01    0.7654742928E+01
    0.3354625639E-03    0.5726344940E+01    0.7654739855E+01
    0.3526620974E-03    0.5726341561E+01    0.7654736414E+01
    0.3707434697E-03    0.5726337783E+01    0.7654732567E+01
    0.3897518939E-03    0.5726333568E+01    0.7654728274E+01
    0.4097349008E-03    0.5726328871E+01    0.7654723491E+01
    0.4307424584E-03    0.5726323645E+01    0.7654718168E+01
    0.4528270965E-03    0.5726317835E+01    0.7654712251E+01
    0.4760440382E-03    0.5726311383E+01    0.7654705680E+01
    0.5004513380E-03    0.5726304222E+01    0.7654698388E+01
    0.5261100268E-03    0.5726296281E+01    0.7654690301E+01
    0.5530842647E-03    0.5726287480E+01    0.7654681337E+01
    0.5814415013E-03    0.5726277729E+01    0.7654671407E+01
    0.6112526445E-03    0.5726266932E+01    0.7654660412E+01
    0.6425922378E-03    0.5726254980E+01    0.7654648240E+01
    0.6755386463E-03    0.5726241755E+01    0.7654634771E+01
    0.7101742534E-03    0.5726227124E+01    0.7654619871E+01
    0.7465856660E-03    0.5726210942E+01    0.7654603391E+01
    0.7848639316E-03    0.5726193048E+01    0.7654585168E+01
    0.8251047659E-03    0.5726173265E+01    0.7654565021E+01
    0.8674087919E-03    0.5726151397E+01    0.7654542750E+01
    0.9118817916E-03    0.5726127228E+01    0.7654518137E+01
    0.9586349708E-03    0.5726100519E+01    0.7654490937E+01
    0.1007785237E-02    0.5726071007E+01    0.7654460882E+01
    0.1059455491E-02    0.5726038401E+01    0.7654427676E+01
    0.1113774935E-02    0.5726002380E+01    0.7654390992E+01
    0.1170879397E-02    0.5725962590E+01    0.7654350470E+01
    0.1230911668E-02    0.5725918641E+01    0.7654305712E+01
    0.1294021859E-02    0.5725870101E+01    0.7654256278E+01
    0.1360367778E-02    0.5725816494E+01    0.7654201685E+01
